t (s),AceX,AceY,AceZ,GirX,GirY,GirZ,Altura
7.065104961395264,16496.00,-520.00,6660.00,-1319.00,-894.00,-471.00,-1.75
7.126739978790283,16556.00,-1412.00,7668.00,-3936.00,-4844.00,-2310.00,-1.75
7.191612720489502,15880.00,-736.00,8560.00,-23003.00,-23658.00,-6623.00,-1.57
7.254137992858887,16056.00,524.00,984.00,-11400.00,-21756.00,-5129.00,-1.78
7.314929723739624,16836.00,1156.00,-2220.00,-2009.00,-16412.00,-1140.00,-1.80
7.376762628555298,16444.00,-536.00,-3748.00,267.00,-13765.00,-2542.00,-1.71
7.437939643859863,15680.00,2012.00,-6436.00,-790.00,-9546.00,-1971.00,-2.01
7.498696327209473,15032.00,2000.00,-6496.00,-475.00,-9345.00,-2058.00,-2.01
7.560249090194702,14864.00,2128.00,-9748.00,-106.00,-7673.00,-1864.00,-2.10
7.622445106506348,14488.00,2320.00,-9892.00,-331.00,-6506.00,-1605.00,-2.10
7.682990074157715,13500.00,1488.00,-11032.00,1599.00,-6068.00,-1333.00,-1.89
7.7447590827941895,13724.00,2128.00,-10948.00,484.00,-5285.00,-1391.00,-1.89
7.810695648193359,12896.00,1276.00,-11404.00,1216.00,-2031.00,-1206.00,-1.83
7.867774724960327,12832.00,2212.00,-11468.00,547.00,-2494.00,-825.00,-1.83
7.928694248199463,12384.00,1568.00,-11272.00,1414.00,-1207.00,-418.00,-1.67
7.990272521972656,12508.00,1536.00,-11488.00,1373.00,-870.00,-440.00,-1.65
8.04832673072815,12340.00,1884.00,-11048.00,136.00,346.00,161.00,-1.60
8.104605436325073,12340.00,1568.00,-11228.00,105.00,280.00,381.00,-1.57
8.162118434906006,12368.00,1076.00,-11068.00,-1106.00,-57.00,45.00,-1.57
8.220336437225342,12360.00,1784.00,-11052.00,-206.00,448.00,321.00,-1.90
8.281533002853394,12480.00,1460.00,-11192.00,-1243.00,323.00,-31.00,-1.82
8.33910608291626,12656.00,1560.00,-10852.00,-467.00,706.00,615.00,-1.80
8.395596504211426,13000.00,736.00,-12428.00,-1029.00,2507.00,-91.00,-2.00
8.457693099975586,12768.00,1836.00,-10212.00,-500.00,1029.00,2562.00,-1.88
8.514880418777466,13244.00,696.00,-11060.00,-418.00,4379.00,775.00,-1.72
8.572482824325562,13336.00,420.00,-10676.00,-88.00,637.00,0.00,-1.84
8.629215955734253,13668.00,376.00,-11200.00,485.00,4432.00,-18.00,-1.84
8.682804346084595,13704.00,472.00,-9804.00,465.00,2398.00,504.00,-1.58
8.744308233261108,13784.00,2052.00,-10704.00,3614.00,12798.00,-2519.00,-1.58
8.806186437606812,14988.00,304.00,-8640.00,5117.00,12265.00,3020.00,-1.75
8.863373756408691,15780.00,580.00,-7432.00,6956.00,14836.00,948.00,-1.48
8.924737215042114,15900.00,-728.00,-4760.00,4651.00,11993.00,1553.00,-1.88
8.982072830200195,16860.00,-464.00,-1068.00,-692.00,11921.00,332.00,-2.13
9.043845891952515,17356.00,-236.00,-1892.00,2013.00,13876.00,2203.00,-2.13
9.1009681224823,18108.00,-2004.00,228.00,3402.00,15349.00,3028.00,-1.77
9.1615629196167,16976.00,-2628.00,2488.00,1209.00,13667.00,-2256.00,-1.90
9.223589420318604,16620.00,240.00,5000.00,-1510.00,7958.00,-3908.00,-1.90
9.280933141708374,16936.00,288.00,5352.00,1193.00,9587.00,1901.00,-1.93
9.338417053222656,16216.00,-464.00,6208.00,-1554.00,5775.00,1158.00,-1.81
9.399385690689087,15992.00,-352.00,6840.00,-408.00,6160.00,1747.00,-1.74
9.45714783668518,16044.00,-1344.00,7360.00,-1115.00,3075.00,1892.00,-1.67
9.514417886734009,16104.00,-796.00,8440.00,261.00,3893.00,2854.00,-1.90
9.571208715438843,15072.00,-1888.00,8420.00,469.00,3673.00,2010.00,-1.97
9.632987260818481,15212.00,-1588.00,8420.00,-1025.00,579.00,-288.00,-1.72
9.690438985824585,15000.00,-988.00,8160.00,311.00,2045.00,1888.00,-1.72
9.751242876052856,16048.00,-1568.00,9816.00,-207.00,-1644.00,2310.00,-1.83
9.808823823928833,14600.00,-1248.00,7400.00,-1317.00,413.00,313.00,-1.81
9.867064714431763,16656.00,-1856.00,10100.00,985.00,-4275.00,2693.00,-1.81
9.927499532699585,16064.00,-2184.00,8012.00,2258.00,1507.00,3373.00,-1.71
9.985304355621338,15652.00,-2452.00,9064.00,535.00,501.00,2384.00,-1.70
10.042433261871338,15528.00,-2636.00,8560.00,1869.00,712.00,3352.00,-1.59
10.103950262069702,16080.00,-1968.00,8908.00,1017.00,-2301.00,3724.00,-1.59
10.161350727081299,15276.00,-3116.00,8096.00,-66.00,-632.00,4586.00,-1.72
10.222342491149902,16100.00,-3340.00,8392.00,-851.00,-5547.00,1998.00,-1.57
10.280710220336914,15544.00,-3488.00,7224.00,-584.00,-3971.00,4162.00,-1.74
10.341264724731445,15976.00,-4232.00,6940.00,-2490.00,-5712.00,4371.00,-1.53
10.40296483039856,15860.00,-5484.00,6604.00,-2729.00,-6862.00,6165.00,-1.55
10.46029019355774,15924.00,-5520.00,4960.00,5.00,-6544.00,4708.00,-1.55
10.521784543991089,15608.00,-6352.00,4688.00,1070.00,-6072.00,5226.00,-1.72
10.583449602127075,15236.00,-7544.00,4288.00,6510.00,-4512.00,2166.00,-1.89
10.640295505523682,15564.00,-7520.00,4712.00,6417.00,-4094.00,1078.00,-1.89
10.701616048812866,16300.00,-5108.00,3360.00,11904.00,-3048.00,3253.00,-1.89
10.764057874679565,15160.00,-8140.00,5260.00,10251.00,-2074.00,5951.00,-1.38
10.825410842895508,15588.00,-6328.00,3228.00,13645.00,-1488.00,3263.00,-1.68
10.886324405670166,14948.00,-8712.00,6632.00,14526.00,-682.00,10977.00,-1.91
10.947494983673096,14180.00,-7316.00,6688.00,11862.00,-2462.00,8190.00,-1.82
11.009429693222046,13488.00,-8588.00,7436.00,11057.00,-1273.00,9364.00,-1.64
11.07022476196289,12960.00,-9824.00,7992.00,7408.00,-3299.00,5340.00,-1.69
11.13226866722107,13104.00,-10008.00,7852.00,6175.00,-3339.00,4229.00,-1.69
11.193916320800781,12744.00,-10408.00,10616.00,5428.00,-2837.00,1404.00,-1.55
11.25568962097168,12840.00,-9900.00,10080.00,-101.00,-3340.00,-1183.00,-1.60
11.320984840393066,13680.00,-7852.00,7296.00,-4215.00,-2418.00,-3909.00,-1.60
11.381969928741455,13644.00,-8016.00,7716.00,-5335.00,-2441.00,-2200.00,-1.67
11.443779468536377,14432.00,-8828.00,5660.00,-3237.00,-1079.00,1166.00,-1.57
11.501375198364258,14348.00,-9540.00,5944.00,-2762.00,-547.00,598.00,-1.57
11.56271481513977,14128.00,-8988.00,5616.00,-6901.00,-836.00,-2724.00,-1.45
11.623923063278198,14532.00,-9680.00,5768.00,-9721.00,-1849.00,-3023.00,-1.45
11.689385652542114,14864.00,-10984.00,4316.00,-17046.00,157.00,-9044.00,-1.78
11.750433206558228,14812.00,-11656.00,4236.00,-23772.00,1776.00,-17219.00,-1.78
11.816713094711304,16516.00,-2704.00,1544.00,-24636.00,-5540.00,-11372.00,-1.99
11.881365060806274,17220.00,-2940.00,604.00,-23814.00,-5380.00,-10074.00,-1.99
11.942946195602417,17748.00,-1876.00,464.00,-22756.00,-4261.00,-4968.00,-1.89
12.004263401031494,17064.00,-1204.00,-288.00,-30170.00,-2743.00,-6740.00,-1.81
12.070116758346558,16896.00,836.00,-1868.00,-29564.00,-1870.00,-6662.00,-1.81
12.127788543701172,17020.00,3328.00,-996.00,-25903.00,393.00,-2547.00,-1.79
12.18907356262207,17028.00,2728.00,-1636.00,-27756.00,295.00,-1883.00,-1.79
12.25058388710022,17156.00,1916.00,-252.00,-25068.00,4141.00,-6165.00,-1.53
12.311487436294556,17112.00,2692.00,-568.00,-25355.00,4649.00,-6537.00,-1.53
12.372784614562988,16508.00,3784.00,1724.00,-31494.00,5885.00,-9667.00,-1.66
12.434787273406982,16744.00,5532.00,3404.00,-25001.00,3838.00,-5434.00,-1.80
12.495956182479858,15828.00,3716.00,5484.00,-27872.00,3139.00,-8196.00,-1.75
12.55730152130127,16252.00,5424.00,6184.00,-11110.00,-1291.00,-697.00,-1.63
12.618914127349854,16304.00,5620.00,5636.00,-9521.00,-1360.00,-309.00,-1.89
12.676456212997437,15824.00,5232.00,5552.00,-2955.00,100.00,-1229.00,-2.01
12.733617782592773,15744.00,5004.00,5668.00,-1355.00,309.00,-364.00,-1.93
12.79066801071167,15500.00,3640.00,6172.00,-324.00,-687.00,770.00,-1.88
12.852646350860596,15736.00,3800.00,6704.00,6290.00,-1538.00,1576.00,-1.76
12.90952754020691,15956.00,5876.00,6100.00,8400.00,-2331.00,498.00,-1.60
12.970826387405396,16332.00,4436.00,5036.00,9801.00,-1443.00,2578.00,-1.91
13.028793096542358,16604.00,6732.00,5240.00,10800.00,-781.00,964.00,-1.83
13.086272239685059,16448.00,6780.00,2728.00,23866.00,409.00,9815.00,-1.95
13.146903276443481,17268.00,5784.00,2264.00,24465.00,1868.00,11317.00,-1.99
13.20477557182312,16612.00,2604.00,3532.00,28512.00,2656.00,13784.00,-1.74
13.266169309616089,16912.00,1596.00,2608.00,25166.00,2302.00,12194.00,-1.74
13.324191331863403,16936.00,-44.00,3632.00,27540.00,4095.00,8286.00,-1.73
13.385218143463135,17408.00,-560.00,2084.00,23751.00,2822.00,7947.00,-1.87
13.442439556121826,17392.00,-152.00,4276.00,20009.00,2057.00,6551.00,-1.75
13.503506898880005,17460.00,-1580.00,3252.00,18483.00,-410.00,8327.00,-1.83
13.56556749343872,17100.00,-1976.00,3616.00,20727.00,-1778.00,7420.00,-1.41
13.626646041870117,17384.00,-2684.00,2616.00,18830.00,-1264.00,5485.00,-1.95
13.68405532836914,17304.00,-1848.00,2776.00,19995.00,977.00,7589.00,-1.90
13.745586395263672,16712.00,-3696.00,5156.00,16307.00,1010.00,6915.00,-1.90
13.80315113067627,16472.00,-2984.00,4932.00,12131.00,31.00,3987.00,-1.70
13.860260486602783,16376.00,-4104.00,5564.00,9638.00,680.00,3079.00,-1.80
13.921318054199219,16576.00,-3864.00,5380.00,10543.00,761.00,3189.00,-1.53
13.978830575942993,16732.00,-3700.00,5688.00,9320.00,593.00,2659.00,-1.53
14.040411949157715,16444.00,-3160.00,6144.00,7581.00,2196.00,2499.00,-1.77
14.097256660461426,16068.00,-3220.00,7176.00,2611.00,857.00,1724.00,-1.70
14.158724784851074,16016.00,-3172.00,7248.00,-1000.00,-1410.00,1141.00,-1.58
14.216583251953125,16048.00,-3796.00,6176.00,3197.00,618.00,1818.00,-1.64
14.278097152709961,15720.00,-3092.00,7696.00,-3788.00,-1037.00,-1337.00,-1.64
14.338867425918579,16272.00,-3368.00,5628.00,-3793.00,-1726.00,-90.00,-1.94
14.400713920593262,15976.00,-3384.00,6268.00,-6359.00,-1187.00,-2147.00,-1.66
14.462468385696411,16376.00,-4588.00,5600.00,-3096.00,-1187.00,-512.00,-1.77
14.523573398590088,16320.00,-3352.00,5600.00,-3296.00,-481.00,-1225.00,-1.59
14.58465027809143,16304.00,-3516.00,5428.00,-2548.00,-287.00,-1213.00,-1.96
14.645998477935791,16656.00,-3456.00,5268.00,-2759.00,-653.00,-775.00,-1.79
14.703479290008545,16760.00,-3604.00,4812.00,-2062.00,-442.00,-525.00,-1.78
14.765331983566284,16948.00,-3304.00,5196.00,-1124.00,96.00,-107.00,-1.78
14.818517923355103,16688.00,-3228.00,5036.00,-950.00,-1.00,168.00,-1.78
14.875553607940674,16792.00,-3160.00,5108.00,-632.00,55.00,436.00,-1.78
14.933231830596924,16584.00,-3800.00,5196.00,-1610.00,-30.00,316.00,-1.66
14.994865894317627,16668.00,-3100.00,5256.00,-2432.00,-721.00,-683.00,-1.60
15.055502653121948,17080.00,-3472.00,4976.00,-6995.00,-2707.00,-1547.00,-1.87
15.121135950088501,16996.00,-4912.00,6672.00,-25667.00,-13150.00,-1027.00,-1.84
15.183388710021973,19420.00,-2164.00,2160.00,-31245.00,-19645.00,5062.00,-1.68
15.248884439468384,20404.00,-3524.00,-4076.00,-5008.00,-4461.00,6917.00,-1.56
15.308914422988892,16728.00,-5692.00,-760.00,-2572.00,7188.00,-9372.00,-1.52
15.371564149856567,15300.00,-3900.00,-1992.00,-7195.00,6627.00,-10153.00,-1.58
15.428351879119873,9132.00,772.00,-4004.00,3214.00,9883.00,-2195.00,-1.71
15.490348100662231,8268.00,-240.00,-2768.00,1938.00,10404.00,-2538.00,-1.64
15.547368288040161,12528.00,896.00,1388.00,-4641.00,1075.00,3320.00,-1.35
15.604879140853882,13300.00,-136.00,236.00,-2595.00,2371.00,3011.00,-1.65
15.666538715362549,17568.00,-5020.00,4608.00,-1872.00,-1002.00,2090.00,-1.65
15.727127313613892,23052.00,-6736.00,756.00,-4074.00,-1878.00,264.00,-1.70
15.784651279449463,27124.00,-8624.00,764.00,858.00,326.00,5376.00,-1.55
15.846252918243408,27344.00,-6216.00,3364.00,-4500.00,2483.00,-3450.00,-1.86
15.904032945632935,23640.00,-6352.00,1524.00,914.00,6816.00,-838.00,-1.64
15.96537971496582,21384.00,-2664.00,4564.00,-3376.00,6033.00,-6475.00,-1.62
16.022801399230957,15112.00,-4376.00,3168.00,1823.00,2127.00,4244.00,-1.64
16.08327865600586,11568.00,-4268.00,-1308.00,2920.00,6305.00,-8860.00,-1.90
16.14147162437439,6280.00,5188.00,876.00,-9226.00,4687.00,-8985.00,-1.36
16.198441982269287,6140.00,1944.00,2804.00,57.00,6464.00,5087.00,-1.39
16.256303310394287,9532.00,280.00,5704.00,-3403.00,2985.00,905.00,-1.72
16.313235759735107,17856.00,-1864.00,7256.00,-2071.00,-2392.00,552.00,-1.50
16.37461543083191,20732.00,-2292.00,6708.00,-2801.00,-3775.00,2562.00,-1.50
16.43553328514099,21684.00,-3956.00,4768.00,-1981.00,-2079.00,1461.00,-1.60
16.497575759887695,22980.00,-2964.00,6384.00,-2520.00,711.00,4800.00,-1.74
16.554638624191284,20016.00,-3896.00,7164.00,-788.00,364.00,-1044.00,-1.84
16.616077184677124,20076.00,-2336.00,4584.00,-1093.00,2590.00,458.00,-1.57
16.673933029174805,17444.00,-2140.00,6944.00,-1880.00,1882.00,-883.00,-1.49
16.735349416732788,16828.00,-2156.00,5280.00,-2669.00,1590.00,718.00,-1.72
16.796549081802368,16928.00,-2380.00,6600.00,-5434.00,-3417.00,-124.00,-1.71
16.858475923538208,17236.00,-2720.00,4444.00,-13046.00,-11342.00,-974.00,-1.71
16.923251628875732,17108.00,-1820.00,4148.00,-12129.00,-12470.00,-857.00,-1.62
16.985164165496826,18276.00,-3268.00,4048.00,-15913.00,-22167.00,1742.00,-1.62
17.050748348236084,17276.00,-3536.00,-2816.00,-11884.00,-28900.00,-99.00,-1.62
17.112226247787476,20388.00,-4416.00,-18720.00,10220.00,2757.00,2893.00,-2.00
17.17338252067566,18364.00,-5128.00,-14912.00,13404.00,8486.00,1976.00,-2.00
17.235031127929688,12716.00,-1796.00,-9816.00,18645.00,32767.00,563.00,-1.69
17.296794176101685,10524.00,-200.00,-7252.00,19849.00,32767.00,-3398.00,-1.69
17.35403871536255,7436.00,-184.00,2632.00,25187.00,32767.00,408.00,-1.50
17.419338941574097,6556.00,-680.00,12772.00,-14865.00,7216.00,-14333.00,-1.48
17.480618000030518,5116.00,544.00,11472.00,-13285.00,4842.00,-11451.00,-1.48
17.542458057403564,10308.00,-6404.00,12348.00,-13742.00,-1265.00,-2860.00,-1.56
17.60727596282959,11496.00,-6412.00,12632.00,-12140.00,-1198.00,-7257.00,-1.56
17.67350935935974,15744.00,-5872.00,10904.00,-7597.00,-4368.00,-3407.00,-1.55
17.734623432159424,16260.00,-6864.00,11860.00,-6129.00,-2745.00,-1845.00,-1.55
17.79654335975647,15952.00,-6096.00,9656.00,-2217.00,-4853.00,-5685.00,-1.71
17.85742425918579,16812.00,-5644.00,9956.00,-2336.00,-3871.00,-5050.00,-1.71
17.918905019760132,17164.00,-5440.00,7992.00,-3527.00,1325.00,-1388.00,-1.78
17.980876922607422,16844.00,-5636.00,7556.00,-3390.00,1740.00,-942.00,-1.83
18.041691780090332,15132.00,-6284.00,9064.00,-4176.00,2830.00,582.00,-1.97
18.103590965270996,15608.00,-5124.00,8788.00,-1498.00,-1927.00,-1824.00,-1.67
18.164605140686035,14868.00,-5020.00,8780.00,-943.00,-2025.00,-2385.00,-1.83
18.226446628570557,15764.00,-3824.00,7068.00,-991.00,-2141.00,-5873.00,-1.83
18.287813425064087,15484.00,-3308.00,6696.00,-1955.00,-3205.00,-727.00,-1.96
18.345075130462646,16412.00,-4252.00,6360.00,-4332.00,-5791.00,30.00,-2.04
18.40605664253235,16588.00,-4600.00,5964.00,-4910.00,-5342.00,-799.00,-2.04
18.467979907989502,17956.00,-4224.00,5252.00,-7028.00,-7109.00,-5907.00,-1.74
18.532830476760864,17588.00,-3688.00,4584.00,-7139.00,-8212.00,-5874.00,-1.74
18.594192266464233,16936.00,-2296.00,2456.00,-4160.00,-3891.00,-1212.00,-2.15
18.656334400177002,17624.00,-3148.00,3916.00,-7044.00,-6023.00,339.00,-1.95
18.71737027168274,16700.00,-2996.00,56.00,-11198.00,-5623.00,-1350.00,-1.98
18.7792649269104,16140.00,-2520.00,312.00,-9003.00,-4470.00,-2629.00,-1.98
18.836753845214844,16600.00,-2888.00,820.00,-3781.00,-2349.00,-1587.00,-1.74
18.902071237564087,16472.00,-2488.00,1680.00,-5117.00,-5358.00,-2531.00,-1.74
18.95899534225464,17204.00,-892.00,-9324.00,1116.00,-12533.00,13.00,-1.84
19.020187616348267,16488.00,-880.00,-8808.00,5023.00,-7165.00,-875.00,-1.84
19.08190083503723,15932.00,-1088.00,-5476.00,9031.00,328.00,-5987.00,-1.84
19.139368772506714,16824.00,3824.00,-2644.00,6920.00,-488.00,-2119.00,-1.93
19.20089888572693,16484.00,2184.00,-4104.00,2877.00,-3299.00,5003.00,-1.94
19.262234449386597,16848.00,-48.00,-3340.00,-1103.00,-2375.00,-347.00,-1.94
19.3236141204834,16432.00,-380.00,-7464.00,-8963.00,-18173.00,6023.00,-1.63
19.385645389556885,16268.00,-304.00,-8612.00,11701.00,-1587.00,6380.00,-1.68
19.44683814048767,16312.00,-3176.00,-6880.00,7256.00,-5651.00,1287.00,-1.62
19.508503675460815,15560.00,-5356.00,-7900.00,20734.00,1162.00,6156.00,-1.59
19.569772720336914,15000.00,1576.00,-14132.00,10009.00,-3335.00,-999.00,-1.96
19.631187200546265,14108.00,108.00,-11648.00,14180.00,1274.00,4210.00,-1.96
19.69673752784729,15248.00,-4932.00,-5584.00,15623.00,-17720.00,-5876.00,-1.90
19.75754952430725,12168.00,-5088.00,-9208.00,17998.00,-19444.00,-2921.00,-1.84
19.82286763191223,9788.00,-6232.00,-10696.00,5248.00,-1717.00,-3938.00,-1.81
19.885109186172485,10748.00,-5396.00,-9980.00,8472.00,-3930.00,-5937.00,-1.81
19.94684624671936,11944.00,-5884.00,-12132.00,9705.00,-4432.00,-6629.00,-1.97
20.011369943618774,10700.00,-6272.00,-10096.00,10506.00,-1558.00,-6609.00,-2.17
20.077356338500977,14512.00,-11896.00,-14632.00,12846.00,-6949.00,-6308.00,-1.74
20.142884254455566,14632.00,-10920.00,-14404.00,10408.00,-4969.00,-8838.00,-2.17
20.208495378494263,11072.00,-3180.00,-7812.00,11954.00,-17183.00,-1120.00,-2.07
20.270503759384155,10280.00,-3964.00,-3536.00,15824.00,-20426.00,-79.00,-1.75
20.331581354141235,7964.00,-3196.00,-3896.00,5253.00,-5275.00,-5600.00,-1.77
20.392873764038086,8708.00,-4444.00,-4580.00,7393.00,-5811.00,-2318.00,-1.82
20.454617500305176,7932.00,-11740.00,-7832.00,13522.00,7188.00,-9099.00,-1.65
20.51570725440979,9028.00,-12408.00,-6904.00,9464.00,5977.00,-8485.00,-1.78
20.573066473007202,12476.00,-8904.00,-5840.00,70.00,5526.00,594.00,-1.78
20.634504795074463,11100.00,-9496.00,-5116.00,-2177.00,-2966.00,2867.00,-1.96
